City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,harur,12.0667,78.5,292.53,97,78,1.03,IN,1699742928
363,yulinshi,38.2906,109.7494,269.44,21,0,3.41,CN,1699742928
364,sylva,58.0348,56.7635,273.8,93,100,1.33,RU,1699742929
365,nola,40.922,14.5329,290.17,88,92,1.56,IT,1699742770
366,kristiansund,63.1115,7.732,275.51,69,40,2.06,NO,1699742753
367,bubaque,11.2833,-15.8333,301.79,63,100,3.68,GW,1699742775
368,jinxiang,27.4327,120.6062,289.36,86,99,4.09,CN,1699742929
369,geiro,-6.15,36.8667,291.29,91,97,1.79,TZ,1699742929
370,uusikaupunki,60.8004,21.4084,279.07,96,100,3.16,FI,1699742929
371,east ballina,-28.8667,153.5833,297.48,65,9,4.39,AU,1699742930
372,montepuez,-13.1256,38.9997,294.8,87,7,1.85,MZ,1699742930
373,peterhead,57.5058,-1.7981,275.07,76,78,3.46,GB,1699742930
374,horta,38.5333,-28.6333,292.6,95,100,8.94,PT,1699742930
375,sangmelima,2.9333,11.9833,293.4,98,100,0.9,CM,1699742930
376,kununurra,-15.7667,128.7333,299.14,83,33,2.06,AU,1699742931
377,barroquinha,-3.0189,-41.1361,298.78,76,4,4.67,BR,1699742931
378,tazovsky,67.4667,78.7,268.76,96,100,5.32,RU,1699742810
379,lashio,22.9333,97.75,288.11,98,13,0.78,MM,1699742931
380,valdivia,-39.8142,-73.2459,283.2,58,5,2.91,CL,1699742931
381,middelburg,-25.7751,29.4648,294.61,27,39,3.36,ZA,1699742931
382,boende,-0.2167,20.8667,294.35,99,100,1.06,CD,1699742932
383,tamanrasset,22.785,5.5228,293.1,12,0,3.09,DZ,1699742932
384,zabol,32.25,67.25,280.24,28,71,3.09,AF,1699742932
385,gananoque,44.3334,-76.1661,275.19,71,7,2.0,CA,1699742932
386,vuktyl,63.8567,57.3094,269.32,98,99,1.34,RU,1699742932
387,maceio,-9.6658,-35.7353,297.84,83,20,2.06,BR,1699742717
388,yeniseysk,58.4497,92.1703,268.12,89,100,2.24,RU,1699742933
389,mandalgovi,45.7625,106.2708,263.44,41,0,2.49,MN,1699742933
390,san matias,-16.3667,-58.4,308.61,32,84,3.5,BO,1699742933
391,flin flon,54.7682,-101.865,276.06,70,0,4.63,CA,1699742853
392,eureka,40.8021,-124.1637,291.59,64,50,0.89,US,1699742721
393,itoman,26.1247,127.6694,293.37,88,75,9.26,JP,1699742933
394,estevan,49.1334,-102.9842,279.34,61,0,4.63,CA,1699742934
395,cockburn town,21.4612,-71.1419,301.33,76,87,10.26,TC,1699742750
396,acajutla,13.5928,-89.8275,300.39,86,42,1.74,SV,1699742789
397,tlahualilo de zaragoza,26.1167,-103.45,292.66,62,98,2.1,MX,1699742934
398,abu jibeha,11.4562,31.2285,299.34,56,91,0.7,SD,1699742934
399,cole harbour,44.6724,-63.4751,276.46,89,47,2.68,CA,1699742934
400,hadibu,12.65,54.0333,299.63,86,100,5.73,YE,1699742934
401,springbok,-29.6643,17.8865,283.81,71,5,2.1,ZA,1699742935
402,tazacorte,28.629,-17.9293,295.45,81,75,4.47,ES,1699742935
403,kharp,66.8014,65.8081,266.08,95,79,2.17,RU,1699742935
404,la paz,-16.5,-68.15,283.14,81,75,7.2,BO,1699742669
405,tilcara,-23.5776,-65.3509,290.09,41,51,3.27,AR,1699742935
406,pangkalanbuun,-2.6833,111.6167,298.0,93,100,0.6,ID,1699742935
407,homer,59.6425,-151.5483,276.08,72,75,3.09,US,1699742936
408,queenstown,-31.8976,26.8753,286.74,74,96,2.39,ZA,1699742717
409,palikir - national government center,6.9248,158.1611,302.56,74,100,0.0,FM,1699742936
410,midvagur,62.0511,-7.1939,276.61,81,20,3.09,FO,1699742936
411,halberstadt,51.9,11.05,279.64,84,100,5.35,DE,1699742936
412,sainte-rose,16.3324,-61.6979,300.47,83,99,4.12,GP,1699742804
413,minneola,28.5744,-81.7462,301.57,87,95,2.24,US,1699742937
414,sarikei,2.1167,111.5167,296.52,98,73,0.72,MY,1699742937
415,st. john's,47.5649,-52.7093,275.91,94,100,8.75,CA,1699742937
416,ismailia,30.6043,32.2723,296.3,65,100,4.58,EG,1699742937
417,nyurba,63.2842,118.3319,261.4,94,83,2.75,RU,1699742937
418,payocpoc sur,16.4944,120.3281,299.42,69,76,1.94,PH,1699742937
419,okha,53.5739,142.9478,266.35,90,100,9.26,RU,1699742938
420,dahab,28.501,34.5134,300.58,44,100,1.88,EG,1699742938
421,al hufuf,25.3646,49.5653,298.34,73,0,1.54,SA,1699742938
422,soderhamn,61.3037,17.0592,274.79,96,100,5.4,SE,1699742938
423,merizo village,13.2658,144.6691,302.46,83,99,8.63,GU,1699742816
424,galliano,29.4422,-90.2992,294.15,88,100,3.09,US,1699742938
425,buka,40.8108,69.1986,283.71,76,98,1.25,UZ,1699742938
426,mlowo,-9.0,32.9833,292.33,74,95,1.17,TZ,1699742939
427,sisimiut,66.9395,-53.6735,266.5,83,100,5.94,GL,1699742939
428,gulu,2.7746,32.299,292.72,67,87,1.85,UG,1699742939
429,nouadhibou,20.931,-17.0347,296.14,64,30,5.14,MR,1699742939
430,lerwick,60.1545,-1.1494,279.15,73,100,5.45,GB,1699742940
431,raduzhny,62.0961,77.475,273.68,98,99,3.4,RU,1699742940
432,tarazona,41.9,-1.7333,285.05,71,88,8.75,ES,1699742940
433,palu,-0.8917,119.8707,299.19,89,91,1.16,ID,1699742940
434,dakhla,23.6848,-15.958,293.43,83,11,6.64,EH,1699742940
435,lastoursville,-0.8143,12.7287,294.69,99,84,0.96,GA,1699742940
436,antonio enes,-16.2325,39.9086,297.11,78,1,2.63,MZ,1699742941
437,ambon,-3.6954,128.1814,300.97,13,40,1.54,ID,1699742941
438,la'ie,21.6477,-157.9253,304.13,71,37,1.79,US,1699742942
439,berezovo,63.9381,65.0419,271.64,95,100,2.03,RU,1699742942
440,snezhnogorsk,69.1933,33.2531,260.03,97,81,2.54,RU,1699742943
441,abbeville,50.1,1.8333,278.13,93,99,2.91,FR,1699742943
442,vorgashor,67.5833,63.95,266.58,97,100,4.42,RU,1699742943
443,ampanihy,-24.7,44.75,291.81,75,0,3.5,MG,1699742814
444,luumaki,60.9262,27.5814,278.88,98,100,2.61,FI,1699742943
445,mandera,3.9366,41.867,298.92,79,99,4.04,KE,1699742944
446,semibratovo,57.3046,39.5369,277.01,90,100,3.45,RU,1699742944
447,laghouat,33.8,2.8651,288.09,64,7,3.23,DZ,1699742944
448,pattukkottai,10.4333,79.3167,296.12,85,98,3.33,IN,1699742944
449,praia da vitoria,38.7333,-27.0667,293.29,83,20,7.77,PT,1699742944
450,watsa,3.0372,29.5355,290.75,97,21,0.73,CD,1699742945
451,banamba,13.55,-7.45,298.9,22,18,3.31,ML,1699742945
452,pariaman,-0.619,100.12,295.18,88,26,1.5,ID,1699742945
453,sitia,35.2,26.0986,294.17,80,44,4.44,GR,1699742945
454,umm kaddadah,13.6017,26.6876,301.37,26,66,3.69,SD,1699742945
455,port moresby,-9.4431,147.1797,296.83,88,75,2.57,PG,1699742945
456,vadso,70.0744,29.7487,271.24,80,75,4.12,NO,1699742946
457,puerto real,36.5282,-6.1901,291.07,94,0,3.09,ES,1699742946
458,palmer,42.1584,-72.3287,279.18,61,0,3.09,US,1699742946
459,vallenar,-28.5708,-70.7581,295.83,33,0,2.59,CL,1699742946
460,dodola,6.9833,39.1833,283.57,94,97,1.33,ET,1699742946
461,tarko-sale,64.9225,77.785,273.51,95,100,7.8,RU,1699742947
462,plettenberg bay,-34.0527,23.3716,288.25,76,30,4.55,ZA,1699742947
463,lenino,45.2986,35.7771,288.92,85,100,13.39,UA,1699742947
464,arteche,12.2645,125.4048,300.48,82,70,1.88,PH,1699742947
465,dauphin,51.1494,-100.0502,274.23,75,0,3.6,CA,1699742947
466,nur-sultan,51.1801,71.446,279.12,93,75,5.0,KZ,1699742948
467,kyzyl-suu,42.3414,78.0056,277.4,47,100,0.98,KG,1699742948
468,vila franca do campo,37.7167,-25.4333,293.08,99,11,3.24,PT,1699742948
469,baikonur,45.6167,63.3167,280.46,62,96,7.52,KZ,1699742948
470,merlo,-32.3429,-65.014,297.14,28,0,7.23,AR,1699742824
471,mangai,-4.05,19.5333,294.56,100,97,1.44,CD,1699742948
472,freetown,8.484,-13.2299,298.99,94,75,1.54,SL,1699742948
473,walvis bay,-22.9575,14.5053,289.68,82,97,0.0,NA,1699742806
474,altamirano,16.8833,-92.15,289.69,98,61,0.97,MX,1699742949
475,isangel,-19.55,169.2667,298.06,67,14,7.92,VU,1699742949
476,al jawf,29.5,38.75,295.99,30,99,5.79,SA,1699742949
477,manicore,-5.8092,-61.3003,302.69,56,94,1.25,BR,1699742949
478,erdenet,49.0333,104.0833,259.9,79,1,1.37,MN,1699742950
479,punta cardon,11.6581,-70.215,301.4,82,100,12.47,VE,1699742950
480,aleksandrovsk-sakhalinskiy,50.8975,142.1561,266.24,69,100,6.44,RU,1699742950
481,kerikeri,-35.2268,173.9474,292.16,48,2,2.09,NZ,1699742950
482,kapshagay,43.8833,77.0833,281.49,65,100,4.65,KZ,1699742950
483,mar del plata,-38.0023,-57.5575,297.16,63,0,3.09,AR,1699742768
484,bandon,51.7469,-8.7425,281.92,95,100,11.97,IE,1699742951
485,nelson bay,-32.7167,152.15,295.98,83,20,1.34,AU,1699742778
486,parkes,-33.1333,148.1833,304.46,33,43,4.29,AU,1699742951
487,karaton,-6.3424,106.1045,297.0,91,70,0.81,ID,1699742951
488,balcesti,44.6167,23.95,280.44,76,33,12.22,RO,1699742951
489,chinde,26.8418,88.0763,285.07,69,0,2.27,NP,1699742952
490,smara,26.7384,-11.6719,296.02,38,32,3.14,EH,1699742952
491,muntok,-2.0667,105.1833,299.36,83,64,2.17,ID,1699742952
492,deqen,29.9618,90.7188,271.64,60,67,2.79,CN,1699742952
493,suva,-18.1416,178.4415,297.86,88,75,7.2,FJ,1699742952
494,island harbour,50.724,-1.2758,283.16,89,100,4.92,GB,1699742952
495,dwarka,22.2394,68.9678,299.87,50,13,5.62,IN,1699742953
496,mumford,5.2618,-0.759,299.58,85,20,4.31,GH,1699742953
497,gubkinskiy,64.434,76.5026,273.61,96,100,7.97,RU,1699742953
498,puquio,-14.7,-74.1333,286.78,60,92,3.7,PE,1699742953
499,fomboni,-12.28,43.7425,299.92,79,24,3.73,KM,1699742953
500,benghazi,32.1167,20.0667,295.5,53,4,1.94,LY,1699742953
501,vilyuchinsk,52.9306,158.4028,274.22,74,48,15.37,RU,1699742954
502,auki,-8.7676,160.7034,299.64,89,100,4.81,SB,1699742954
503,'alaqahdari dishu,30.4374,63.313,289.9,36,100,2.64,AF,1699742954
504,abu zabad,12.35,29.25,302.33,45,85,2.39,SD,1699742954
505,altoona,40.5187,-78.3947,281.71,65,96,1.52,US,1699742954
506,lorengau,-2.0226,147.2712,301.89,73,87,3.91,PG,1699742954
507,saint-francois,46.4154,3.9054,281.29,99,0,0.0,FR,1699742955
508,visakhapatnam,17.69,83.2093,296.22,76,29,1.78,IN,1699742955
509,arraias,-12.9288,-46.9437,302.48,26,57,1.43,BR,1699742955
510,beyneu,45.3167,55.2,277.78,81,0,2.84,KZ,1699742955
511,torghay,49.6339,63.4981,278.85,82,96,6.66,KZ,1699742955
512,riachao das neves,-11.7461,-44.91,300.05,33,22,1.69,BR,1699742956
513,kongsvinger,60.1905,11.9977,273.97,96,100,3.65,NO,1699742737
514,jining,35.405,116.5814,272.87,54,1,2.5,CN,1699742956
515,nanga eboko,4.6833,12.3667,293.57,99,83,0.65,CM,1699742956
516,amursk,50.2261,136.8994,259.14,91,100,4.68,RU,1699742956
517,kuta,-8.7233,115.1723,300.12,88,75,1.54,ID,1699742944
518,illizi,26.4833,8.4667,292.04,32,0,1.79,DZ,1699742957
519,la passe,45.5549,-0.8967,289.28,88,100,12.47,FR,1699742724
520,amahai,-3.3333,128.9167,301.13,77,50,0.97,ID,1699742957
521,general conesa,-40.1,-64.4333,293.13,17,70,15.46,AR,1699742957
522,tofol,5.3248,163.0078,299.03,94,100,1.03,FM,1699742957
523,asekeyevo,53.5742,52.7972,273.63,89,18,1.28,RU,1699742957
524,nizhnesortymskiy,62.4397,71.7603,273.12,99,100,5.31,RU,1699742958
525,banda aceh,5.5577,95.3222,299.62,81,100,1.51,ID,1699742816
526,alghero,40.5589,8.3181,289.2,82,0,3.09,IT,1699742958
527,gunjur,13.2019,-16.7339,299.19,78,59,0.0,GM,1699742958
528,riberalta,-10.9833,-66.1,308.26,52,75,0.0,BO,1699742958
529,kashmar,35.2383,58.4656,285.58,51,56,2.59,IR,1699742958
530,longboat key,27.4125,-82.659,301.54,42,0,3.6,US,1699742959
531,achinsk,56.2694,90.4993,269.37,85,100,2.68,RU,1699742959
532,pisco,-13.7,-76.2167,295.18,73,0,7.72,PE,1699742959
533,tres arroyos,-38.3739,-60.2798,292.66,32,0,3.01,AR,1699742901
534,toliara,-23.35,43.6667,295.73,60,0,3.76,MG,1699742959
535,nyagan,62.1406,65.3936,273.43,88,100,1.58,RU,1699742959
536,pottsville,40.6857,-76.1955,282.46,78,97,1.91,US,1699742960
537,gudur,14.1333,79.85,296.96,80,83,2.0,IN,1699742960
538,lalian,31.8241,72.7997,291.14,53,0,1.53,PK,1699742960
539,gizo,-8.103,156.8419,301.01,73,97,7.02,SB,1699742960
540,medyn',54.9692,35.8586,279.12,74,100,4.02,RU,1699742960
541,lazaro cardenas,17.9583,-102.2,301.8,74,5,2.55,MX,1699742961
542,tabou,4.423,-7.3528,298.61,88,40,2.73,CI,1699742961
543,vicuna,-30.0319,-70.7081,296.36,45,0,2.2,CL,1699742961
544,ribeira brava,32.65,-17.0667,295.21,78,100,2.07,PT,1699742961
545,amurzet,47.6967,131.0981,256.7,88,6,3.21,RU,1699742961
546,koutiala,12.3917,-5.4642,302.24,21,95,2.75,ML,1699742962
547,mogadishu,2.0371,45.3438,300.1,81,100,3.85,SO,1699742962
548,manbij,36.5281,37.9549,291.05,42,100,3.07,SY,1699742962
549,sigli,5.3848,95.9609,299.18,82,100,1.28,ID,1699742962
550,ambalangoda,6.2355,80.0538,298.56,87,97,1.59,LK,1699742962
551,sagua la grande,22.8067,-80.0756,301.7,86,15,5.09,CU,1699742963
552,kota belud,6.351,116.4305,298.25,86,97,1.33,MY,1699742963
553,fiambala,-27.6871,-67.6149,300.66,7,0,5.63,AR,1699742963
554,katsuren-haebaru,26.3369,127.8719,293.37,88,75,4.63,JP,1699742963
555,bich'vinta,43.1592,40.3378,293.25,56,92,6.64,GE,1699742963
556,rozavlea,47.7333,24.2167,279.8,94,100,1.77,RO,1699742963
557,jizzax,40.1158,67.8422,282.6,78,90,1.08,UZ,1699742964
558,sisa,-6.6167,-76.6915,305.44,71,76,1.57,PE,1699742964
559,aoulef,26.9667,1.0833,296.73,23,0,4.47,DZ,1699742964
560,cidreira,-30.1811,-50.2056,295.11,91,100,3.78,BR,1699742882
561,dodge city,37.7528,-100.0171,289.29,43,0,7.2,US,1699742966
